SourceText_lang,Description_lang,CreatureID,IconFileDataID,SummonSpellID,Flags,PetTypeEnum,SourceTypeEnum,ID,CardUIModelSceneID,LoadoutUIModelSceneID
"|cFFFFD200Achievement: |rLil' Game Hunter|n|cFFFFD200Category: |rPet Battles","She likes the company of friends. Seventy-five of them, to be precise.",32939,656350,61991,82,4,5,203,36,7
"|cFFFFD200Vendor: |rRook Hawkfist|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t","It always wakes up dancing. What a happy little tree!",33188,134183,62491,2,6,2,204,6,7
"|cFFFFD200Vendor: |rDerrick Brindlebeard|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t ","The bears of Dun Morogh are prized for their hardiness, loyalty, and combat prowess. Their time among the dwarves does little to curb their ferocity.",33194,236243,62508,2,7,2,205,6,7
"|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t","Can sense an opponent's heartbeat through echolocation.",33197,132182,62510,2,2,2,206,6,7
"|cFFFFD200Vendor: |rFreka Bloodaxe|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t ","The volatile Durotar scorpion is a fierce desert predator. It's known for only occasionally stinging its owner.",33198,132195,62513,2,7,2,207,6,7
"|cFFFFD200Vendor: |rCorporal Arthur Flew|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t ","Unlike the polymorphed variety, trueborn sheep can be quite scary.",33200,136071,62516,2,4,2,209,6,7
"|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t ","A tallstrider's speed on open ground is unrivaled, so predators rely on stealth and pack tactics when hunting them.",33219,132198,62542,2,4,2,210,35,7
"|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rNorthrend, Stormwind, Orgrimmar","The strand crawler has adapted to the northern cold by hibernating under the island beaches.",33226,132186,62561,2,8,3,211,6,7
"|cFFFFD200Vendor: |rIrisee|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t |n","The long-term effects of the contamination caused by the Exodar are still under observation.",33205,133941,62562,2,6,2,212,6,7
"|cFFFFD200Vendor: |rTrellis Morningsun|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t ","Created by a blood elf apprentice, this broom would be extremely useful if anyone could figure out how to make it stop.",33227,655994,62564,2,5,2,213,38,7
"|cFFFFD200Quest:|r A Champion Rises|n|cFFFFD200Zone:|r Icecrown","Many of Stormwind's youth joined the Argent Crusade as squires, hoping to one day serve the Holy Light in battle.",33238,236689,62609,659,0,1,214,41,7
"|cFFFFD200Vendor: |rRillie Spindlenut|n|cFFFFD200Zone: |rIcecrown","Used as a training mount for young gnomes, the Mechanopeep has none of the speed but all of the charm of its bigger brothers.",33274,132247,62674,2,9,2,215,6,7
"|cFFFFD200Quest:|r A Champion Rises|n|cFFFFD200Zone:|r Icecrown","These young orcs strive to embody the Argent Crusade's virtues: valor, strength, and integrity.",33239,236689,62746,403,0,1,216,41,7
"|cFFFFD200Promotion:|r Arena Tournament","Murkimus is the most fearsome of all murloc arena warriors. And for a time, the only one.",33578,135128,63318,16466,0,7,217,6,7
"|cFFFFD200Vendor: |rSamamba|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|n","This is actually three pets in one. You won't know what you'll get until you summon it!",33810,133798,63712,2050,3,2,218,39,7
"|cFFFFD200Quest: |rRemembrance of Auberdine|n|cFFFFD200Zone: |rDarkshore","A solemn reminder of what was lost when the Worldbreaker changed the face of Azeroth.",34278,132129,65046,18,6,1,220,6,7
"|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Many have mocked this cat before battle. Their last words are usually, 'Here, kitty, kitty.'",34364,656576,65358,2,7,2,224,6,7
"|cFFFFD200World Event:|r Children's Week","The bouncy gurloc is a distant cousin of the murloc.",33530,252780,65381,18,0,6,225,6,7
"|cFFFFD200World Event:|r Children's Week","Despite their smaller stature, the wolvar are some of the most aggressive creatures in Northrend. This often makes their curious nature intimidating.",33529,236698,65382,18,0,6,226,6,7
"|cFFFFD200Promotion:|r Mountain Dew Promotion","A fighting robot fueled by delicious red or blue electrolytes.",34587,134239,65682,16466,9,7,227,6,7
"|cFFFFD200Promotion:|r BlizzCon 2009","Only the rarest of murlocs is able to successfully cross dimensional barriers. Fewer still return with the kind of advanced armor and weaponry possessed by Grunty.",34694,656340,66030,82,0,7,228,6,7
"|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Silver Covenant - Exalted|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|n","This extremely rare species of mana wyrm is prized for its unique coloration and even temperament.",34724,132849,66096,2,5,2,229,6,7
"|cFFFFD200Promotion:|r Recruit-A-Friend","Considered to be lucky, tigers carved of jade are prized, but taming a jade tiger itself is an even greater prize.",34930,134134,66520,82,5,7,231,6,7
"|cFFFFD200Drop: |rDart's Nest|n|cFFFFD200Zone: |rDustwallow Marsh","Rarely leaves nest until maturity. Enjoys conducting pranks on the nearby Razormaw nest.",35396,132193,67413,2,7,0,232,6,7
"|cFFFFD200Drop: |rDeviate Guardian, Deviate Ravager|n|cFFFFD200Zone: |rWailing Caverns","The demand for this purple-skinned breed has drastically reduced the raptor population near the Wailing Caverns.",35395,132193,67414,2,7,0,233,6,7
"|cFFFFD200Drop: |rGundrak Raptor|n|cFFFFD200Zone: |rZul'Drak","This crafty raptor was born in the icy wastes of Northrend. Its harsh upbringing gives it strength when many others would perish.",35400,132253,67415,2,7,0,234,6,7
"|cFFFFD200Drop: |rTakk's Nest|n|cFFFFD200Zone: |rThe Barrens","This offspring of Takk the Leaper is incredibly agile and can maneuver through difficult environments with ease.",35387,132253,67416,2,7,0,235,6,7
"|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","This hatchling is coveted for its unique coloration. Despite Breanni's loving care, the raptor's feral nature cannot be restrained.",35399,132253,67417,2,7,2,236,6,7
"|cFFFFD200Drop: |rRavasaur Matriarch's Nest|n|cFFFFD200Zone: |rUn'goro Crater","Larger than other raptor infants, these hatchlings grow into towering reptilian beasts capable of massive devastation.",35397,132253,67418,2,7,0,237,6,7
"|cFFFFD200Drop: |rRazormaw Matriarch's Nest|n|cFFFFD200Zone: |rWetlands","Razormaw eggs are protected fiercely by their mothers. Their cuteness belies their inherited ferocity.",35398,132193,67419,2,7,0,238,6,7
"|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rNorthern Stranglethorn, The Cape of Stranglethorn","Razzashi raptors are among the cleverest predators in the jungle, making them favored by the Gurubashi trolls.",35394,132193,67420,2,7,0,239,6,7
"|cFFFFD200Promotion:|r Korea World Event","The onyx panther is invisible at night, like a stalking shadow, and disappears with the dawn.",35468,134399,67527,16466,5,7,240,6,7
"|cFFFFD200Trading Card Game:|r Scourgewar","Seeing these kites soaring above Northrend's shores is a clear sign that tuskarr are nearby.",36482,318523,68767,2,2,8,241,33,7
"|cFFFFD200Trading Card Game:|r Scourgewar","Affectionate and curious, these kittens seem to find the most peculiar hiding places.",36511,298591,68810,2,5,8,242,6,7
"|cFFFFD200Achievement: |rWoW's 5th Anniversary|n|cFFFFD200Category: |rFeats of Strength","Spawn of Onyxia, this young dragon has decided that it doesn't want to follow in its grandfathers' cataclysmic footsteps.",36607,134154,69002,16466,1,5,243,6,7
"|cFFFFD200Promotion:|r Authenticator Account Link|n","Found in the Firelands and the Molten Core, core hounds can trace their lineage back to the alpha male, Magmadar.",36871,236191,69452,82,6,7,244,6,7
"|cFFFFD200In-Game Shop|r","A gift from the Wildhammer dwarves to the heroes of the Alliance, these hatchlings are descendants of the same gryphons ridden by Falstad and his entourage into Grim Batol.",36908,327735,69535,82,2,9,245,6,7
"|cFFFFD200In-Game Shop|r","Thorg No-Legs never paid heed to the old orc saying, 'Don't pull a wyvern's tail.'",36909,328270,69536,82,7,9,246,6,7
"|cFFFFD200Promotion:|r Recruit-A-Friend","A rarely seen family of tigers, many believe (perhaps incorrectly) that some residual magic or other event is responsible for the unique color.",36910,237194,69539,82,5,7,247,6,7
"|cFFFFD200In-Game Shop|r","The pandaren monk is a fearless traveling companion, constantly training in his art... unless you offer him a drink. He considers it rude to refuse.",36911,328269,69541,82,0,9,248,6,7
"|cFFFFD200In-Game Shop|r","In life, Kel'Thuzad betrayed the Kirin Tor and created the Cult of the Damned. In death, he serves the Scourge as the Archlich Lord of Naxxramas.",36979,254094,69677,82,3,9,249,36,7
"|cFFFFD200Achievement: |rLooking For Multitudes|n|cFFFFD200Category: |rDungeons & Raids","Although small, pugs are very dangerous when provoked.",37865,133718,70613,82,4,5,250,6,7
"|cFFFFD200World Event:|r Love is in the Air","This, um, 'adorable' little guy likes to play with critters. Just don't let them get too close.",38374,134437,71840,2,5,6,251,6,7
"|cFFFFD200World Event:|r Midsummer Fire Festival","While not nearly as destructive as its original master, the Ice Lord Ahune, the frostling has been known to lob chilly snowballs at unsuspecting adventurers.",40198,135851,74932,2,6,6,253,6,7
"|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Jepetto's top-selling toy this season, the bot's new blue chassis has children across Azeroth scrambling for this feisty battle bot.",40295,133000,75134,2,9,2,254,6,7
"|cFFFFD200Achievement: |rLittlest Pet Shop|n|cFFFFD200Category: |rPet Battles","Breanni in Dalaran, one of the world's foremost collectors of exotic pets, will only award the mystical Celestial Dragon to fellow collectors whose obsession rivals her own.",40624,368365,75613,82,1,5,255,6,7
"|cFFFFD200In-Game Shop|r","Modeled after the huge titan prototype in Ulduar, this volatile little construct plays hard with its toys.",40703,254104,75906,82,9,9,256,36,7
,"Murkimus is the most fearsome of all murloc arena warriors. And the only one.",40721,135128,75936,34,0,-1,257,6,7
,,66495,132186,0,48,6,-1,944,6,7
,,66496,237144,0,48,4,-1,945,6,7
"|cFFFFD200Promotion:|r StarCraft II: Wings of Liberty Collector's Edition","Powerful artillery of the Terran army. The Thor is always the first one in and the last one out!",42078,387415,78381,82,9,7,258,6,7
"|cFFFFD200Quest:|r Egg Wave|n|cFFFFD200Zone:|r Mount Hyjal|n|n","Unlike its gold counterpart, the blue mini jouster takes a leisurely pace when jabbing its opponent's eyeballs.",42177,132188,78683,18,2,1,259,6,7
"|cFFFFD200Quest:|r Egg Wave|n|cFFFFD200Zone:|r Mount Hyjal|n|n","This critter is infamous for its ability to unleash a fast and furious eyeball jabbing.",42183,132200,78685,18,2,1,260,6,7
"|cFFFFD200Profession: |rEngineering","Goblin engineering at its finest. Blueprints based on the massive fel reaver in Hellfire Peninsula.",43800,133861,81937,2,9,3,261,6,7
"|cFFFFD200Profession: |rEngineering","The gold standard for sturdy gnomish design, this mechanical critter is the perfect companion for the lonely engineer on the go.",43916,466036,82173,2,9,3,262,6,7
"|cFFFFD200Profession: |rArchaeology","This appears to be nothing more than the paw of a small primate. A closer inspection shows that the hand has been dried by centuries of exposure to the sands of Uldum.",45128,134555,84263,2,3,3,264,6,7
"|cFFFFD200Achievement: |rRock Lover|n|cFFFFD200Category: |rQuests","An adventurous little elemental, Pebble escaped hungry gyreworms in the Crumbling Depths, braved the emptiness of the Twisting Nether, and ultimately found himself rescued from a mailbox.",45247,136024,84492,82,6,5,265,6,7
"|cFFFFD200Profession: |rArchaeology","You stare at her, and she just stares right back. So clever; sometimes it seems as if she's figuring out how to open doors.",45340,458255,84752,2,3,3,266,6,7
"|cFFFFD200Profession:|r Enchanting (525)|n|cFFFFD200Formula:|r Enchanted Lantern","Reduces the likelihood of being eaten by monsters when you enter pitch-black places.",46898,134249,93836,2,5,3,267,6,7
"|cFFFFD200Promotion:|r Cataclysm Collector's Edition","Nations tremble under his shadow - the Destroyer, the one-time Aspect of Earth, and the monster responsible for breaking Azeroth asunder.  Now in a convenient travel-size!",46896,441880,87344,82,1,7,268,6,7
"|cFFFFD200Vendor:|r Guild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n","Fire hatchlings are born from the ashes of a phoenix. Dark hatchlings emerge from their shadows.",47944,464139,89039,82,6,2,270,6,7
"|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Honored|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\Achievement_Zone_TolBarad.blp:0|t","This bird is a salty veteran of the endless naval battles surrounding Tol Barad--a veteran whose grown plump from picking through the leftovers, that is.",48107,464160,89472,2,2,2,271,6,7
"|cFFFFD200Vendor:|r Guild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n","Rolls into a protective ball when it feels threatened. Or when its mother calls.",48242,464159,89670,82,4,2,272,6,7
"|cFFFFD200Profession: |rArchaeology","Thought to be an original construct of the titans, the clockwork gnome has some gears smaller than the eye can see.",48609,134152,90523,2,9,3,277,39,7
"|cFFFFD200Drop: |rBaradin Fox|n|cFFFFD200Zone: |rTol Barad Peninsula","The fighting in Tol Barad has made it difficult to find these kits, and numerous would-be owners have decimated the fox population there as a result.",48641,462532,90637,2,7,0,278,33,7
"|cFFFFD200Drop: |rJadefang|n|cFFFFD200Zone: |rDeepholm","The elemental shale spider is no true arachnid, but it has durability and ferocity that make it feared even in Deepholm.",48982,134397,91343,2,6,0,279,6,7
"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r8 hrs","Guild pages must be fearless since they are called upon to announce their guild's victories over the Horde in battle.",49586,413584,92395,663,0,2,280,42,7
"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r8 hrs","When a guild earns enough glory by defeating Alliance champions, some orcs will come to share the glory by serving the guild.",49588,413584,92396,407,0,2,281,42,7
"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r4 hrs","When guilds have accumulated enough wealth, brave soldiers are often called to bear their standards.",49587,413585,92397,151,0,2,282,42,7
"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r4 hrs","Wealthy guilds draw the attention of soldiers willing to carry their standards into battle.",49590,413585,92398,151,0,2,283,42,7
"|cFFFFD200Trading Card Game: |rWorldbreaker|n","Always 'ready to play,' Landro's Lil' XT is almost indistinguishable from the original. Prone to tantrums and narcolepsy.",50468,254104,93624,2,9,8,285,36,7
"|cFFFFD200World Drop:|r Eastern Plaguelands (requires Fiona's Lucky Charm)","The grubs of the Plaguelands are a side effect of necromantic corruption and the massive number of corpses there. Mr. Grubbs is from a particularly acrobatic breed.",50586,648918,93739,2,7,0,286,6,7
"|cFFFFD200Quest:|r SEVEN! YUP!, Not Fireflies, Flameflies|n|cFFFFD200Zone:|r Burning Steppes|n","After swarming around open lava pits during the day, these strange insects emit a fiery glow at night.",51632,237146,93813,18,2,1,287,6,7
"|cFFFFD200World Event:|r Children's Week","You'll find him in his shell, exactly where a snail has to be!",51635,134434,93817,2,4,6,289,6,7
"|cFFFFD200Quest:|r Lawn of the Dead|n|cFFFFD200Zone:|r Hillsbrad Foothills|n","This sweet flower will brighten your day with its warm smile and cheerful song! Also strong against undead.",51090,133939,93823,18,6,1,291,6,7
"|cFFFFD200Profession: |rEnchanting","Higitus figi- hockity pocki- abracadab- prestidig--oh, pinfeathers!",50545,134971,93837,2,5,3,292,6,7
,,66497,237146,0,48,2,1,946,6,7
"|cFFFFD200Drop:|r Elementium Vein, Rich Elementium Vein|n|cFFFFD200Zone:|r Deepholm, Twilight Highlands, Uldum","Often confused by miners as a rare gem, the geode initially makes its presence known by emitting melodic reverberations.",50722,399040,93838,2,6,0,293,39,7
"|cFFFFD200Promotion:|r BlizzCon 2010","Deathwing's emergence transformed the whole of Azeroth; not even the ocean-dwelling murlocs were immune to his corrupt influence.",51122,441880,94070,82,0,7,294,6,7
"|cFFFFD200In-Game Shop:|r Alliance","Moonkin are blessed by Elune and spread nature's grace wherever they travel. The festive fowls are always in the mood for a dance.",51601,467893,95786,594,0,9,296,6,7
"|cFFFFD200In-Game Shop|r","It's never too soon to summon this tiny aspect of the dread Firelord.",51600,254652,95787,82,6,9,297,35,7
"|cFFFFD200In-Game Shop:|r Horde","The distinct roar of the moonkin is one of the most terrifying sounds in nature.",51649,467894,95909,338,0,9,298,6,7
"|cFFFFD200Quest:|r Some Good Will Come|n|cFFFFD200Zone:|r Northern Stranglethorn|n|n","It looked up at you with those huge black eyes and seemed to ask, 'Are you my mommy?'",52226,132225,96571,18,7,1,301,6,7
"|cFFFFD200Trading Card Game:|r Worldbreaker","How the goblin Landro Longshot initially came into possession of the lichling remains a mystery, but he was all too eager to wager it in a game of cards.",52343,254094,96817,2,3,8,302,36,7
