TextureName,ID,TextureWidth,TextureHeight,MapAreaID,OffsetX,OffsetY,HitRectTop,HitRectLeft,HitRectBottom,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
,3059,0,0,21,0,0,76,502,121,554,0,0,239,0,0,0
,3060,0,0,37,0,0,177,89,229,138,0,0,3357,0,0,0
,3061,0,0,37,0,0,181,389,218,433,0,0,126,0,0,0
,3062,0,0,37,0,0,186,132,261,217,0,0,301,0,0,0
,3063,0,0,37,0,0,186,511,246,598,0,0,1740,0,0,0
,3064,0,0,38,0,0,540,743,596,830,0,0,1978,0,0,0
,3065,0,0,38,0,0,235,551,329,632,0,0,5460,0,0,0
,3066,0,0,673,0,0,231,522,299,594,0,0,5408,0,0,0
,3067,0,0,673,0,0,284,350,385,393,0,0,1578,0,0,0
,3068,0,0,673,0,0,405,332,449,377,0,0,312,0,0,0
,3069,0,0,20,0,0,147,815,240,947,0,0,796,0,0,0
,3070,0,0,20,0,0,429,498,466,535,0,0,4921,0,0,0
,3071,0,0,20,0,0,378,634,411,668,0,0,4919,0,0,0
,3072,0,0,20,0,0,279,270,347,335,0,0,4917,0,0,0
,3073,0,0,700,0,0,532,401,575,447,0,0,5667,0,0,0
,3074,0,0,700,0,0,574,302,630,397,0,0,5474,0,0,0
,3075,0,0,700,0,0,560,440,603,490,0,0,5584,0,0,0
,3076,0,0,770,0,0,532,401,575,447,0,0,5667,0,0,0
,3077,0,0,770,0,0,574,302,630,397,0,0,5474,0,0,0
,3078,0,0,770,0,0,560,440,603,490,0,0,5584,0,0,0
,3079,0,0,614,0,0,490,555,562,643,0,0,4976,0,0,0
,3080,0,0,614,0,0,338,581,391,647,0,0,4975,0,0,0
,3081,0,0,614,0,0,174,394,264,465,0,0,5100,0,0,0
,3082,0,0,614,0,0,90,468,150,535,0,0,5107,0,0,0
,3083,0,0,610,0,0,207,516,267,591,0,0,5057,0,0,0
,3084,0,0,615,0,0,376,445,427,500,0,0,4969,0,0,0
,3085,0,0,615,0,0,434,453,489,521,0,0,4970,0,0,0
,3088,0,0,22,0,0,542,380,603,454,0,0,3197,0,0,0
,3089,0,0,22,0,0,537,495,603,562,0,0,196,0,0,0
,3090,0,0,39,0,0,474,664,545,738,0,0,5289,0,0,0
,3091,0,0,39,0,0,462,402,510,482,0,0,1581,0,0,0
,3092,0,0,40,0,0,135,91,239,166,0,0,1039,0,0,0
,3093,0,0,40,0,0,284,758,349,835,0,0,1038,0,0,0
,3094,0,0,43,0,0,71,89,136,182,0,0,2797,0,0,0
,3095,0,0,43,0,0,197,59,276,165,0,0,2897,0,0,0
,3096,0,0,43,0,0,74,53,110,85,0,0,4647,0,0,0
,3097,0,0,43,0,0,258,339,303,434,0,0,4691,0,0,0
,3098,0,0,43,0,0,131,162,171,211,0,0,4645,0,0,0
,3099,0,0,43,0,0,290,517,318,549,0,0,425,0,0,0
,3100,0,0,43,0,0,508,785,571,924,0,0,435,0,0,0
,3101,0,0,43,0,0,268,782,313,875,0,0,2358,0,0,0
,3102,0,0,43,0,0,486,746,524,781,0,0,432,0,0,0
,3103,0,0,43,0,0,526,709,569,749,0,0,3177,0,0,0
,3104,0,0,43,0,0,571,652,614,721,0,0,1703,0,0,0
,3105,0,0,43,0,0,397,221,438,290,0,0,417,0,0,0
,3106,0,0,181,0,0,58,663,118,749,0,0,4814,0,0,0
,3107,0,0,181,0,0,56,537,107,587,0,0,4801,0,0,0
,3108,0,0,181,0,0,142,404,182,445,0,0,4825,0,0,0
,3109,0,0,181,0,0,420,281,459,312,0,0,4830,0,0,0
,3110,0,0,181,0,0,481,495,520,536,0,0,4828,0,0,0
,3111,0,0,181,0,0,456,89,506,134,0,0,3137,0,0,0
,3112,0,0,181,0,0,438,174,495,273,0,0,4744,0,0,0
,3113,0,0,11,0,0,424,368,473,455,0,0,718,0,0,0
,3114,0,0,11,0,0,578,737,621,819,0,0,720,0,0,0
,3115,0,0,11,0,0,67,597,131,649,0,0,5117,0,0,0
,3116,0,0,42,0,0,483,429,532,507,0,0,448,0,0,0
,3117,0,0,42,0,0,529,359,562,395,0,0,450,0,0,0
,3118,0,0,42,0,0,393,360,433,413,0,0,4697,0,0,0
,3119,0,0,42,0,0,282,422,307,449,0,0,4648,0,0,0
,3120,0,0,42,0,0,196,504,241,549,0,0,4663,0,0,0
,3121,0,0,101,0,0,375,249,434,322,0,0,2100,0,0,0
,3122,0,0,101,0,0,155,364,221,416,0,0,2405,0,0,0
,3123,0,0,101,0,0,158,422,214,476,0,0,4803,0,0,0
,3124,0,0,101,0,0,196,687,238,727,0,0,4925,0,0,0
,3125,0,0,101,0,0,564,602,630,671,0,0,2657,0,0,0
,3126,0,0,4,0,0,188,422,214,452,0,0,2979,0,0,0
,3127,0,0,4,0,0,47,559,96,597,0,0,374,0,0,0
,3128,0,0,4,0,0,142,569,210,609,0,0,375,0,0,0
,3129,0,0,141,0,0,359,529,393,561,0,0,501,0,0,0
,3130,0,0,141,0,0,142,455,182,487,0,0,504,0,0,0
,3131,0,0,141,0,0,153,543,194,579,0,0,497,0,0,0
,3132,0,0,141,0,0,254,577,294,615,0,0,503,0,0,0
,3133,0,0,141,0,0,127,303,170,356,0,0,499,0,0,0
,3134,0,0,141,0,0,419,286,456,337,0,0,498,0,0,0
,3135,0,0,182,0,0,304,332,370,380,0,0,1997,0,0,0
,3136,0,0,182,0,0,176,402,243,473,0,0,5645,0,0,0
,3137,0,0,182,0,0,43,538,111,586,0,0,5676,0,0,0
,3138,0,0,182,0,0,404,430,440,477,0,0,5649,0,0,0
,3139,0,0,121,0,0,347,555,386,588,0,0,5065,0,0,0
,3140,0,0,121,0,0,298,493,336,535,0,0,5003,0,0,0
,3141,0,0,121,0,0,363,766,398,809,0,0,5009,0,0,0
,3142,0,0,121,0,0,92,385,143,432,0,0,5002,0,0,0
,3143,0,0,121,0,0,48,359,84,423,0,0,1114,0,0,0
,3144,0,0,121,0,0,450,635,515,775,0,0,5706,0,0,0
,3145,0,0,121,0,0,104,503,156,559,0,0,5024,0,0,0
,3146,0,0,121,0,0,38,567,115,702,0,0,5504,0,0,0
,3147,0,0,121,0,0,41,491,93,542,0,0,1111,0,0,0
,3148,0,0,121,0,0,286,855,349,907,0,0,5010,0,0,0
,3149,0,0,121,0,0,474,511,526,561,0,0,1106,0,0,0
,3150,0,0,606,0,0,193,83,247,152,0,0,5016,0,0,0
,3151,0,0,606,0,0,203,161,263,225,0,0,4989,0,0,0
,3152,0,0,606,0,0,247,409,322,477,0,0,4990,0,0,0
,3153,0,0,606,0,0,0,0,0,0,0,0,5045,0,0,0
,3154,0,0,606,0,0,358,854,440,930,0,0,4994,0,0,0
,3155,0,0,606,0,0,290,883,360,969,0,0,4996,0,0,0
,3156,0,0,606,0,0,474,430,576,544,0,0,5039,0,0,0
,3157,0,0,606,0,0,270,732,340,819,0,0,4995,0,0,0
,3158,0,0,683,0,0,193,83,247,152,0,0,5016,0,0,0
,3159,0,0,683,0,0,233,75,336,158,0,0,5014,0,0,0
,3160,0,0,683,0,0,203,161,263,225,0,0,4989,0,0,0
,3161,0,0,683,0,0,247,409,322,477,0,0,4990,0,0,0
,3162,0,0,683,0,0,511,557,591,649,0,0,5045,0,0,0
,3163,0,0,683,0,0,358,854,440,930,0,0,4994,0,0,0
,3164,0,0,683,0,0,290,883,360,969,0,0,4996,0,0,0
,3165,0,0,683,0,0,474,430,576,544,0,0,5039,0,0,0
,3166,0,0,683,0,0,270,732,340,819,0,0,4995,0,0,0
,3167,0,0,9,0,0,479,430,551,488,0,0,221,0,0,0
,3168,0,0,9,0,0,95,474,158,522,0,0,4835,0,0,0
,3169,0,0,9,0,0,490,510,564,563,0,0,4878,0,0,0
,3170,0,0,261,0,0,459,243,527,316,0,0,3099,0,0,0
,3171,0,0,261,0,0,191,299,251,368,0,0,3098,0,0,0
,3172,0,0,261,0,0,81,663,121,727,0,0,3446,0,0,0
,3173,0,0,261,0,0,123,682,177,752,0,0,3426,0,0,0
,3174,0,0,261,0,0,573,337,627,427,0,0,3454,0,0,0
,3175,0,0,261,0,0,552,170,625,248,0,0,3428,0,0,0
,3176,0,0,261,0,0,389,667,444,717,0,0,3447,0,0,0
,3177,0,0,607,0,0,574,329,648,431,0,0,1717,0,0,0
,3178,0,0,607,0,0,428,359,495,441,0,0,4853,0,0,0
,3179,0,0,607,0,0,408,478,463,551,0,0,4854,0,0,0
,3180,0,0,607,0,0,546,435,583,467,0,0,4857,0,0,0
,3181,0,0,607,0,0,210,423,248,454,0,0,4846,0,0,0
,3182,0,0,607,0,0,304,351,362,404,0,0,4852,0,0,0
,3183,0,0,81,0,0,376,294,432,350,0,0,4939,0,0,0
,3184,0,0,81,0,0,247,501,310,573,0,0,4934,0,0,0
,3185,0,0,81,0,0,283,734,323,798,0,0,4927,0,0,0
,3186,0,0,81,0,0,287,357,353,419,0,0,4944,0,0,0
,3187,0,0,161,0,0,494,319,540,353,0,0,5388,0,0,0
,3188,0,0,161,0,0,497,402,542,436,0,0,992,0,0,0
,3189,0,0,161,0,0,134,638,176,681,0,0,977,0,0,0
,3190,0,0,41,0,0,548,515,635,599,0,0,702,0,0,0
,3191,0,0,41,0,0,162,541,195,579,0,0,257,0,0,0
,3192,0,0,61,0,0,293,164,346,220,0,0,5588,0,0,0
,3193,0,0,61,0,0,429,721,519,849,0,0,5041,0,0,0
,3194,0,0,61,0,0,588,824,627,872,0,0,5075,0,0,0
Orgrimmar,3195,259,165,4,309,0,22,396,91,515,0,0,4982,0,0,0
,3196,0,0,720,0,0,394,756,434,800,0,0,5697,0,0,0
,3197,0,0,720,0,0,89,320,149,371,0,0,5671,0,0,0
,3198,0,0,720,0,0,296,666,373,766,0,0,4945,0,0,0
,3199,0,0,720,0,0,293,575,342,620,0,0,5500,0,0,0
,3200,0,0,720,0,0,39,241,102,312,0,0,5670,0,0,0
,3201,0,0,748,0,0,394,756,434,800,0,0,5697,0,0,0
,3202,0,0,748,0,0,89,320,149,371,0,0,5671,0,0,0
,3203,0,0,748,0,0,296,666,373,766,0,0,4945,0,0,0
,3204,0,0,748,0,0,39,241,102,312,0,0,5670,0,0,0
,3205,0,0,201,0,0,280,757,363,874,0,0,4382,0,0,0
,3206,0,0,201,0,0,23,404,79,459,0,0,541,0,0,0
,3207,0,0,281,0,0,471,543,518,596,0,0,2248,0,0,0
,3208,0,0,281,0,0,266,180,331,256,0,0,1769,0,0,0
,3209,0,0,640,0,0,549,501,617,612,0,0,5352,0,0,0
,3210,0,0,640,0,0,366,376,425,431,0,0,5335,0,0,0
,3211,0,0,640,0,0,135,525,192,612,0,0,5293,0,0,0
,3212,0,0,640,0,0,198,580,288,673,0,0,5298,0,0,0
,3213,0,0,640,0,0,290,581,353,644,0,0,5299,0,0,0
,3214,0,0,545,0,0,304,545,378,533,0,0,4727,0,0,0
,3215,0,0,545,0,0,390,255,433,313,0,0,4792,0,0,0
,3216,0,0,678,0,0,304,545,378,533,0,0,4727,0,0,0
,3217,0,0,679,0,0,304,545,378,533,0,0,4727,0,0,0
,3218,0,0,544,0,0,381,310,446,395,0,0,4781,0,0,0
,3219,0,0,544,0,0,217,516,258,566,0,0,4924,0,0,0
,3220,0,0,681,0,0,414,417,474,486,0,0,4871,0,0,0
,3221,0,0,681,0,0,381,310,446,395,0,0,4781,0,0,0
,3222,0,0,681,0,0,217,516,258,566,0,0,4924,0,0,0
,3223,0,0,682,0,0,217,516,258,566,0,0,4924,0,0,0
,3224,0,0,682,0,0,381,310,446,395,0,0,4781,0,0,0
,3225,0,0,709,0,0,367,355,450,469,0,0,5542,0,0,0
,3226,0,0,709,0,0,434,244,579,432,0,0,5536,0,0,0
,3227,0,0,709,0,0,147,322,254,451,0,0,5539,0,0,0
,3228,0,0,709,0,0,294,506,412,631,0,0,5537,0,0,0
,3229,0,0,709,0,0,126,632,198,740,0,0,5538,0,0,0
,3230,0,0,709,0,0,258,773,381,835,0,0,5540,0,0,0
,3231,0,0,709,0,0,224,218,355,318,0,0,5535,0,0,0
,3232,0,0,709,0,0,78,411,176,583,0,0,5534,0,0,0
,3234,0,0,34,0,0,202,845,269,904,0,0,576,0,0,0
,3235,0,0,24,0,0,330,333,363,375,0,0,5604,0,0,0
,3236,0,0,640,0,0,136,659,191,738,0,0,5300,0,0,0
,3237,0,0,24,0,0,423,586,464,647,0,0,5603,0,0,0
,3238,0,0,24,0,0,0,0,0,0,0,0,5099,0,0,0
,3239,0,0,610,0,0,418,594,411,651,0,0,5058,0,0,0
,3240,0,0,17,0,0,197,849,283,958,0,0,5497,0,0,0
,3241,0,0,27,0,0,188,243,267,355,0,0,5495,0,0,0
,3242,0,0,27,0,0,127,540,240,682,0,0,1537,0,0,0
,3244,0,0,607,0,0,0,0,0,0,0,0,5385,0,0,0
RustmaulDiveSite,3248,234,203,61,527,465,601,546,700,645,0,0,5591,5591,0,0
GilneasCity,3249,282,263,678,483,210,415,264,695,546,0,0,4755,4714,0,0
GilneasCity,3250,282,263,679,483,210,415,264,695,546,0,0,4755,4714,0,0
,3251,0,0,478,0,0,500,304,516,322,0,0,3958,3957,0,0
TheWoodofStaves,3252,989,466,808,13,202,0,0,0,0,0,0,5832,0,0,0
Fe-FangVillage,3253,234,286,808,134,9,0,0,0,0,0,0,5831,0,0,0
MorningBreezeVillage,3254,261,315,808,203,36,0,0,0,0,0,0,5830,5946,0,0
RidgeofLaughingWinds,3255,313,321,808,183,198,0,0,0,0,0,0,5829,0,0,0
PoolofthePaw,3256,220,188,808,297,324,0,0,0,0,0,0,5945,0,0,0
Pei-WuForest,3257,651,262,808,351,406,0,0,0,0,0,0,5737,5944,0,0
SkyfireCrash-Site,3258,346,263,808,124,405,0,0,0,0,0,0,5833,0,0,0
MandoriVillage,3259,610,374,808,392,294,0,0,0,0,0,0,5828,0,0,0
TempleofFiveDawns,3260,607,461,808,395,182,0,0,0,0,0,0,5820,0,0,0
TheDawningValley,3261,677,668,808,325,0,0,0,0,0,0,0,5825,5834,0,0
TheSingingPools,3262,372,475,808,545,12,0,0,0,0,0,0,5826,5860,0,0
TheRows,3263,385,373,808,504,295,0,0,0,0,0,0,5827,5884,5882,5881
AnglersOutpost,3267,265,194,857,545,205,0,0,0,0,0,0,6106,6106,0,0
CradleOfChiJi,3268,272,250,857,176,376,0,0,0,0,0,0,6155,6155,0,0
DojaniRiver,3269,190,282,857,513,3,0,0,0,0,0,0,6010,6010,6007,0
FallsongRiver,3270,214,393,857,218,77,0,0,0,0,0,0,6017,6017,6013,0
ZhusBastion,3271,306,204,857,612,0,0,0,0,0,0,0,6000,6000,6005,0
LostDynasty,3272,217,279,857,589,27,0,0,0,0,0,0,6026,6026,6009,0
NayeliLagoon,3273,246,240,857,343,373,0,0,0,0,0,0,6135,6135,6146,0
RedwingRefuge,3274,212,265,857,317,63,0,0,0,0,0,0,6049,6049,0,0
RuinsOfDojan,3275,204,383,857,444,44,0,0,0,0,0,0,6008,6008,0,0
RuinsOfKorja,3276,211,395,857,125,88,0,0,0,0,0,0,6015,6015,6016,0
TempleOfTheRedCrane,3277,219,259,857,300,215,0,0,0,0,0,0,6048,6048,0,0
TheDeepwild,3278,188,412,857,397,59,0,0,0,0,0,0,6004,6004,0,0
TheForbiddenJungle,3279,257,300,857,0,79,0,0,0,0,0,0,6019,6019,6058,0
TheSouthernIsles,3280,252,313,857,23,267,0,0,0,0,0,0,6020,6020,0,0
UngaIngoo,3281,258,170,857,330,498,0,0,0,0,0,0,6148,6148,0,0
BinanVillage,3282,240,198,809,607,470,0,0,0,0,0,0,6059,6059,6062,0
FireboughNook,3283,224,172,809,322,496,0,0,0,0,0,0,6129,6129,6128,0
GateoftheAugust,3284,261,162,809,449,506,0,0,0,0,0,0,6498,6098,6095,6094
Kotapeak,3285,252,257,809,233,360,0,0,0,0,0,0,6156,6156,6157,0
Mogujia,3286,253,208,809,462,411,0,0,0,0,0,0,6114,6114,6121,0
MountNeverset,3287,313,208,809,228,264,0,0,0,0,0,0,6185,6185,6294,0
MuskpawRanch,3288,229,262,809,603,313,0,0,0,0,0,0,6100,6100,6076,6152
PeakOfSerenity,3289,287,277,809,333,63,0,0,0,0,0,0,6081,6081,0,0
ShadoPanMonastery,3290,385,385,809,88,92,0,0,0,0,0,0,6173,6173,0,0
TEMPLEOFTHEWHITETIGER,3291,250,260,809,587,170,0,0,0,0,0,0,6174,6154,0,0
TheBurlapTrail,3292,310,276,809,398,310,0,0,0,0,0,0,6090,6090,6085,6087
ValleyOfEmperors,3293,224,241,809,453,191,0,0,0,0,0,0,6198,6198,0,0
ZouchinVillage,3294,298,219,809,502,64,0,0,0,0,0,0,6169,6169,6207,0
ChunTianMonastery,3295,227,198,806,300,56,0,0,0,0,0,0,5855,5855,0,0
DawnsBlossom,3296,234,210,806,325,178,0,0,0,0,0,0,5930,5930,5929,0
DreamersPavillion,3297,218,148,806,474,520,0,0,0,0,0,0,5940,5940,5943,0
EmperorsOmen,3298,202,204,806,430,21,0,0,0,0,0,0,5962,5962,6077,5966
GlassfinVillage,3299,278,310,806,525,358,0,0,0,0,0,0,5934,5934,5964,6063
GrookinMound,3300,253,229,806,182,214,0,0,0,0,0,0,5950,5950,5951,0
HellscreamsHope,3301,196,166,806,181,75,0,0,0,0,0,0,5867,5867,5897,0
JadeMines,3302,236,142,806,400,146,0,0,0,0,0,0,6204,6204,5955,5932
NectarbreezeOrchard,3303,219,256,806,290,330,0,0,0,0,0,0,5854,5854,6110,0
NookaNooka,3304,219,205,806,189,151,0,0,0,0,0,0,5905,5905,5942,5899
RuinsOfGanShi,3305,196,158,806,316,0,0,0,0,0,0,0,5879,5879,5912,5874
SerpentsSpine,3306,191,216,806,388,299,0,0,0,0,0,0,5876,5876,5878,0
SlingtailPits,3307,179,180,806,428,416,0,0,0,0,0,0,5872,5872,5890,0
TempleOfTheJadeSerpent,3308,264,211,806,468,295,0,0,0,0,0,0,5975,5975,5974,0
TheArboretum,3309,242,210,806,481,215,0,0,0,0,0,0,5931,5931,0,0
Waywardlanding,3310,219,186,806,346,482,0,0,0,0,0,0,5853,5853,5851,0
WindlessIsle,3311,251,348,806,539,43,0,0,0,0,0,0,6012,6012,0,0
GaoRanBlockade,3312,353,200,810,546,468,0,0,0,0,0,0,6187,6187,6191,0
KriVess,3313,255,269,810,420,209,0,0,0,0,0,0,6205,6205,0,0
MingChiCrossroads,3314,247,221,810,417,447,0,0,0,0,0,0,6193,6193,6192,0
NiuzaoTemple,3315,296,359,810,213,241,0,0,0,0,0,0,6213,6213,6212,0
OsulMesa,3316,238,296,810,560,185,0,0,0,0,0,0,6163,6163,6312,6166
palewindVillage,3317,282,306,810,692,362,0,0,0,0,0,0,6171,6171,6165,0
ShadoPanGarrison,3318,213,170,810,413,385,0,0,0,0,0,0,6197,6197,0,0
ShanzeDao,3319,300,246,810,125,0,0,0,0,0,0,0,6307,6307,0,0
Sikvess,3320,261,235,810,306,433,0,0,0,0,0,0,6195,6195,0,0
SriVess,3321,294,283,810,92,192,0,0,0,0,0,0,6314,6314,0,0
TheSumprushes,3322,271,205,810,545,369,0,0,0,0,0,0,6164,6164,0,0
GuoLaiRuins,3323,337,349,811,87,3,0,0,0,0,0,0,6032,6032,6074,6149
MistfallVillage,3324,310,305,811,200,363,0,0,0,0,0,0,6031,6031,0,0
MoguShanPalace,3325,373,385,811,629,22,0,0,0,0,0,0,6143,6143,0,0
SettingSunTraining,3326,350,429,811,0,234,0,0,0,0,0,0,6035,6035,0,0
TheGoldenStair,3327,242,254,811,328,16,0,0,0,0,0,0,6033,6033,0,0
TheStairsAscent,3328,446,359,811,556,267,0,0,0,0,0,0,6142,6482,6553,0
TheTwinMonoliths,3329,272,522,811,444,97,0,0,0,0,0,0,6036,6036,6144,6145
TuShenBurialGround,3330,267,308,811,349,316,0,0,0,0,0,0,6037,6037,0,0
WhiteMoonShrine,3331,298,262,811,482,10,0,0,0,0,0,0,6141,6560,6554,0
WhitepetalLake,3332,267,281,811,278,170,0,0,0,0,0,0,6034,6034,0,0
WinterboughGlade,3333,361,333,811,4,107,0,0,0,0,0,0,6055,6055,0,0
TheSouthernIsles,3334,252,313,857,23,267,0,0,0,0,0,0,6371,6371,0,0
krasarangCove,3335,286,268,857,701,19,0,0,0,0,0,0,6370,6369,0,0
TheHiddenSteps,3336,290,191,873,412,477,0,0,0,0,0,0,6374,6374,0,0
TheBlackMarket,3337,479,493,873,371,175,0,0,0,0,0,0,6375,6375,0,0
TheHiddenCliffs,3338,294,220,873,433,0,0,0,0,0,0,0,6373,6373,0,0
TheHiddenSteps,3339,290,191,873,412,477,0,0,0,0,0,0,6381,6381,6380,0
CliffsofDispair,3340,510,264,807,215,404,0,0,0,0,0,0,5985,5985,0,0
DustbackGorge,3341,209,308,807,0,343,0,0,0,0,0,0,6028,6028,0,0
GildedFan,3342,208,292,807,438,41,0,0,0,0,0,0,5984,5984,0,0
GrandGranery,3343,314,212,807,334,325,0,0,0,0,0,0,5982,5982,0,0
Halfhill,3344,206,245,807,438,177,0,0,0,0,0,0,5980,5980,6107,0
HarvestHome,3345,260,251,807,5,239,0,0,0,0,0,0,5968,5968,5969,0
KuzenVillage,3346,199,304,807,224,74,0,0,0,0,0,0,6065,6065,6064,6097
MudmugsPlace,3347,230,217,807,561,161,0,0,0,0,0,0,5957,5957,5958,0
NesingwarySafari,3348,249,342,807,104,326,0,0,0,0,0,0,6025,6025,6029,6030
PaoquanHollow,3349,273,246,807,12,105,0,0,0,0,0,0,5967,5967,0,0
PoolsofPurity,3350,213,246,807,513,58,0,0,0,0,0,0,5972,5972,0,0
SilkenFields,3351,254,259,807,530,253,0,0,0,0,0,0,5986,5986,0,0
RumblingTerrace,3352,277,245,807,582,301,0,0,0,0,0,0,6387,6387,0,0
SingingMarshes,3353,175,291,807,170,130,0,0,0,0,0,0,5970,5970,0,0
StormsoutBrewery,3354,257,288,807,227,380,0,0,0,0,0,0,6001,6001,0,0
Theheartland,3355,286,392,807,253,75,0,0,0,0,0,0,5992,5992,0,0
ThunderfootFields,3356,380,317,807,622,0,0,0,0,0,0,0,5937,5937,5938,5939
ZhusDecent,3357,303,323,807,699,114,0,0,0,0,0,0,6388,6388,0,0
Iseoflostsouls,3358,259,233,809,602,4,0,0,0,0,0,0,6406,6406,0,0
,3360,0,0,857,0,0,77,707,118,781,0,0,6005,0,0,0
,3361,0,0,857,0,0,138,767,213,881,0,0,6369,0,0,0
,3362,0,0,857,0,0,125,661,172,726,0,0,6026,0,0,0
,3363,0,0,857,0,0,155,615,256,660,0,0,6010,0,0,0
,3364,0,0,857,0,0,280,519,340,601,0,0,6158,0,0,0
,3365,0,0,857,0,0,248,310,316,448,0,0,6014,0,0,0
,3366,0,0,857,0,0,156,476,198,528,0,0,6218,0,0,0
,3367,0,0,857,0,0,434,419,478,497,0,0,6147,0,0,0
,3368,0,0,857,0,0,483,508,519,545,0,0,6366,0,0,0
,3369,0,0,857,0,0,577,427,631,512,0,0,6148,0,0,0
,3370,0,0,857,0,0,285,198,341,277,0,0,6015,0,0,0
,3371,0,0,857,0,0,235,270,274,315,0,0,6017,0,0,0
,3372,0,0,857,0,0,220,97,276,176,0,0,6058,0,0,0
,3373,0,0,857,0,0,487,348,522,382,0,0,6161,0,0,0
,3374,0,0,857,0,0,451,301,481,337,0,0,6160,0,0,0
,3375,0,0,857,0,0,529,330,571,371,0,0,6162,0,0,0
,3376,0,0,809,0,0,34,735,77,793,0,0,6407,0,0,0
,3377,0,0,809,0,0,120,594,167,691,0,0,6168,0,0,0
,3378,0,0,809,0,0,286,515,346,631,0,0,6198,0,0,0
,3379,0,0,809,0,0,363,694,403,751,0,0,6154,0,0,0
,3380,0,0,809,0,0,404,684,439,735,0,0,6152,0,0,0
,3381,0,0,809,0,0,439,702,477,758,0,0,6072,0,0,0
,3382,0,0,809,0,0,520,684,577,769,0,0,6069,0,0,0
,3383,0,0,809,0,0,470,653,511,708,0,0,6100,0,0,0
,3384,0,0,809,0,0,565,575,611,627,0,0,6098,0,0,0
,3385,0,0,809,0,0,557,401,597,476,0,0,6129,0,0,0
,3386,0,0,809,0,0,402,264,452,329,0,0,6150,0,0,0
,3387,0,0,809,0,0,515,463,560,518,0,0,6124,0,0,0
,3388,0,0,809,0,0,308,405,369,494,0,0,6180,0,0,0
,3389,0,0,809,0,0,408,436,445,486,0,0,6087,0,0,0
,3390,0,0,809,0,0,464,570,502,614,0,0,6114,0,0,0
,3391,0,0,809,0,0,437,607,471,649,0,0,6121,0,0,0
,3392,0,0,809,0,0,384,614,424,667,0,0,6079,0,0,0
WreckOfTheSkyShark,3393,210,158,806,202,0,53,265,87,314,0,0,6521,6522,6524,0
,3394,0,0,806,0,0,177,213,238,271,0,0,5907,0,0,0
,3395,0,0,806,0,0,235,232,271,279,0,0,5905,0,0,0
,3396,0,0,806,0,0,263,289,299,332,0,0,5942,0,0,0
,3397,0,0,806,0,0,240,370,315,432,0,0,5836,0,0,0
,3398,0,0,806,0,0,316,285,375,350,0,0,5951,0,0,0
,3399,0,0,806,0,0,497,368,533,420,0,0,5857,0,0,0
,3400,0,0,806,0,0,524,522,561,561,0,0,5872,0,0,0
,3401,0,0,806,0,0,591,472,638,525,0,0,5852,0,0,0
,3402,0,0,806,0,0,587,528,641,594,0,0,5940,0,0,0
,3403,0,0,806,0,0,530,641,566,687,0,0,5954,0,0,0
,3404,0,0,806,0,0,230,525,262,563,0,0,5932,0,0,0
,3405,0,0,806,0,0,215,464,250,503,0,0,6204,0,0,0
,3406,0,0,806,0,0,159,495,192,536,0,0,5962,0,0,0
,3407,0,0,808,0,0,110,665,180,711,0,0,5843,0,0,0
,3408,0,0,808,0,0,213,560,247,604,0,0,5848,0,0,0
,3409,0,0,808,0,0,144,387,181,433,0,0,5849,0,0,0
,3410,0,0,808,0,0,165,531,210,634,0,0,5825,0,0,0
,3411,0,0,808,0,0,172,444,248,503,0,0,5825,0,0,0
,3412,0,0,808,0,0,221,763,273,826,0,0,5862,0,0,0
,3413,0,0,808,0,0,396,254,441,313,0,0,5886,0,0,0
,3414,0,0,808,0,0,304,288,392,341,0,0,5829,0,0,0
,3415,0,0,808,0,0,492,497,532,539,0,0,5944,0,0,0
,3416,0,0,808,0,0,369,513,431,594,0,0,5828,0,0,0
,3417,0,0,808,0,0,313,359,362,453,0,0,5837,0,0,0
,3418,0,0,810,0,0,295,382,364,442,0,0,6212,0,0,0
,3419,0,0,810,0,0,306,322,373,381,0,0,6220,0,0,0
,3420,0,0,810,0,0,298,479,358,532,0,0,6348,0,0,0
,3421,0,0,810,0,0,257,588,302,643,0,0,6312,0,0,0
,3422,0,0,810,0,0,370,508,435,611,0,0,6392,0,0,0
,3423,0,0,810,0,0,342,243,388,317,0,0,6421,0,0,0
,3424,0,0,810,0,0,465,279,503,363,0,0,6408,0,0,0
,3425,0,0,810,0,0,506,271,553,347,0,0,6409,0,0,0
,3426,0,0,810,0,0,559,574,612,622,0,0,6192,0,0,0
,3427,0,0,810,0,0,489,724,531,807,0,0,6190,0,0,0
,3428,0,0,810,0,0,452,709,493,752,0,0,6165,0,0,0
,3429,0,0,810,0,0,431,616,486,702,0,0,6164,0,0,0
,3430,0,0,811,0,0,89,176,140,265,0,0,6149,0,0,0
,3431,0,0,811,0,0,115,283,157,331,0,0,6053,0,0,0
,3432,0,0,811,0,0,327,49,455,134,0,0,6396,0,0,0
,3433,0,0,811,0,0,318,208,398,337,0,0,6054,0,0,0
,3436,0,0,807,0,0,119,312,154,354,0,0,6097,0,0,0
,3437,0,0,807,0,0,158,294,216,350,0,0,6065,0,0,0
,3438,0,0,807,0,0,218,270,259,323,0,0,6064,0,0,0
,3439,0,0,807,0,0,281,223,330,294,0,0,5970,0,0,0
