ID,Effect,EffectBasePoints,EffectIndex,EffectAura,DifficultyID,EffectAmplitude,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectRealPointsPerLevel,EffectTriggerSpell,EffectPos_facing,EffectAttributes,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,ImplicitTarget_0,ImplicitTarget_1,SpellID
45201,6,-25,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52652
45384,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12720,0,0,0,25,0,52794
45433,2,1214,0,0,0,0,0,0.28600001335,1,0,1171,0,0,0,1.89999997616,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,22,15,52836
45666,6,1000,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53061
45900,3,54216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,53271
46531,77,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,0,22,7,53829
46639,24,1,0,0,0,0,0,0,1,0,0,40216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53942
46656,24,1,0,0,0,0,0,0,1,0,0,40016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53960
46752,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12536,0,0,0,1,0,54056
46753,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12578,0,0,0,1,0,54057
46786,2,2216,0,0,0,0,0,1,1,0,495,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,54095
47406,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12842,0,0,0,1,0,54586
47626,2,1016,0,0,0,0,0,1,1,0,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,22,15,54769
47863,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12821,0,0,0,1,0,54963
47926,24,1,0,0,0,0,0,0,1,0,0,41116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55017
48558,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12832,0,23,23,22,7,55616
49008,24,1,0,0,0,0,0,0,1,0,0,41255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56000
49599,77,56516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,56515
49859,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12973,0,0,0,27,0,56742
49862,2,28516,0,0,0,0,0,0,1,0,12101,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,18,47,8,56747
50651,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13070,0,13,13,22,7,57410
50939,6,30,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,6,0,57657
50990,24,1,0,0,0,0,0,0,1,0,0,43116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57704
51391,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13141,0,12,0,22,7,58084
51899,6,-50,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,58510
51950,6,4200,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58548
52157,2,1016,0,0,0,0,0,1,1,0,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,22,15,58809
52404,6,5,2,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58984
52453,2,8416,0,0,0,0,0,0,1,0,1367,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,59021
52463,6,1822,1,3,0,0,1000,0,1,0,255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,6,0,59034
52576,2,216,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,1,14684919,0,0,0,0,0,0,0,6,0,59131
52607,6,1562,0,3,0,0,1000,0,1,0,255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,59153
53037,157,1,0,0,0,0,0,0,1,0,0,44316,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26663,0,0,0,1,0,59502
53151,24,1,0,0,0,0,0,0,1,0,0,41516,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59586
53325,2,87,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,59715
53486,2,8416,0,0,0,0,0,0,1,0,1367,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,22,15,59842
53601,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.23999999464,0,0,1,0,0,0,0,3816,0,0,0,0,0,59948
53623,27,1562,0,3,0,0,1000,1,1,0,255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,14,53,28,59969
53647,6,30,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,6,0,59988
54411,24,1,0,0,0,0,0,0,1,0,0,43255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60665
54845,24,1,0,0,0,0,0,0,1,0,0,44616,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,61048
55042,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13405,0,0,0,25,0,61213
55614,6,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61704
56517,6,-75,1,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,0,22,30,62470
57343,2,814,0,0,0,0,0,1,1,0,0,0,0,0,1.39999997616,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,63233
57619,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13686,0,0,0,25,0,63463
57621,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13687,0,0,0,25,0,63464
57684,77,63516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,63515
57686,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13700,0,0,0,25,0,63518
57689,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13701,0,0,0,25,0,63519
58606,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13830,0,0,0,1,0,64366
59158,77,64816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,64839
59407,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1687,0,0,0,25,0,65054
59408,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29106,0,0,0,25,0,65055
59409,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29107,0,0,0,25,0,65056
59410,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,910,0,0,0,25,0,65057
59411,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29176,0,0,0,25,0,65058
59412,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29167,0,0,0,25,0,65059
59695,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13929,0,0,0,25,0,65378
59696,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13930,0,0,0,25,0,65379
59706,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13933,0,0,0,25,0,65391
59707,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13934,0,0,0,25,0,65392
59775,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13950,0,0,0,25,0,65502
59776,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13951,0,0,0,25,0,65503
59797,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13954,0,0,0,25,0,65531
59798,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13955,0,0,0,25,0,65532
59813,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13956,0,0,0,25,0,65564
59814,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13957,0,0,0,25,0,65565
59948,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13990,0,0,0,25,0,65744
60469,6,350,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,66296
60474,6,300,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,66305
60614,24,1,0,0,0,0,0,0,1,0,0,40116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,66453
60638,2,1221,0,0,0,0,0,1,1,0,0,0,0,0,1.39999997616,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,66489
60932,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14016,0,9,0,22,7,66785
61081,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14163,0,0,0,25,0,67033
61313,6,25,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1877999616,0,0,0,0,0,0,0,1,0,67221
61325,6,20,1,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,67225
61493,6,100,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,67340
62906,2,5816,0,0,0,0,0,0.14300000668,1,0,1367,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,69058
62983,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14181,0,0,0,21,0,69153
62989,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14179,0,0,0,21,0,69156
62993,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14180,0,0,0,21,0,69158
62996,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13427,0,0,0,21,0,69160
63062,2,6255,0,0,0,0,0,0,1,0,1789,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37,0,16,0,69233
63076,2,6255,0,0,0,0,0,0,1,0,1789,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,16,0,69245
63115,77,22516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,49,0,18,8,69347
63206,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24224,0,0,0,21,0,69496
63208,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24218,0,0,0,21,0,69497
63210,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24219,0,0,0,21,0,69498
63212,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24223,0,0,0,21,0,69499
63214,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24220,0,0,0,21,0,69500
63216,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24427,0,0,0,21,0,69501
63240,24,1,0,0,0,0,0,0,1,0,0,49916,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,69531
64293,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22616,0,0,0,0,0,70703
64579,6,250,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,1,0,70953
65175,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24749,0,0,22,22,7,71518
65179,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24656,0,0,0,25,0,71522
65201,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24541,0,0,0,25,0,71539
65262,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24811,0,0,0,1,0,71581
65350,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24810,0,0,0,1,0,71650
65359,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24808,0,0,0,1,0,71653
65365,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24809,0,0,0,1,0,71655
65389,53,0,0,0,0,0,0,0,1,0,0,50816,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4732,11,0,0,0,0,71692
65650,6,30,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,6,0,71925
65708,6,141,1,227,0,0,3000,0,1,0,16,0,0,0,0,40948,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71965
65986,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24757,0,0,22,22,15,72289
66388,6,-70,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,1,0,72723
66572,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24756,0,0,22,22,7,72934
66772,157,0,0,0,0,0,0,0,1,0,0,52116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28259,0,0,0,1,0,73269
67045,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25238,0,0,0,1,0,73961
67693,253,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,75450
68029,6,0,0,108,0,0,0,2.75999999046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1179648,8,268443648,16,0,0,0,0,1,0,76808
68622,6,94447,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,81098
68879,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5916
68890,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6408
68912,6,100,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6920
69010,6,-16,0,22,0,0,0,0,1,0,0,0,0,0,-16,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8,0,22,15,8245
69353,6,-6,0,22,0,0,0,0,1,0,0,0,0,0,-1.39999997616,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,6,0,18151
69460,6,91,1,3,0,0,3000,1,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,22662
69896,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13562,0,0,0,25,0,62497
69941,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13569,0,0,0,25,0,62803
69980,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,309,0,23,23,22,7,62980
69995,6,20,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,63051
70204,6,1,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,64585
70406,6,300,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,65426
70540,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13975,0,0,0,96,0,65670
70578,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,65736
70735,2,16,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,66117
70768,2,86,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,18,8,66190
71406,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,68322
71507,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14340,0,0,0,1,0,68537
71721,6,500,2,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,68824
71991,136,66,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,69361
72112,77,49416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,69721
72117,6,9999,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,69744
72225,28,70016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37179,3090,0,0,46,0,70015
72257,2,255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,70064
72409,6,20,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,70456
72574,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24644,0,0,0,25,0,71035
72724,77,49416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71689
73332,2,16,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,73254
73393,24,0,0,0,0,0,0,0,1,0,0,52216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73337
73447,6,20,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73392
73450,24,0,0,0,0,0,0,0,1,0,0,52255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73396
73997,10,416,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45,0,74022
74841,24,0,1,0,0,0,0,0,1,0,0,54216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,75095
75332,24,1,0,0,0,0,0,0,1,0,0,52716,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,75691
75629,2,3916,0,0,0,0,0,0,1,0,637,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,22,15,76032
76115,2,6216,0,0,0,0,0,0,1,0,657,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,76516
76167,2,44,2,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,0,16,0,76566
76340,2,32916,0,0,0,0,0,1,1,0,3467,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,16,0,76717
76747,31,91,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,77302
77128,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25891,0,0,0,27,0,77637
77274,6,1,1,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,77780
77295,6,-60,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,77806
77346,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25945,0,0,0,105,0,77853
77595,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14179,0,0,0,21,0,78081
77597,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11337,0,0,0,21,0,78082
77995,24,1,0,0,0,0,0,0,1,0,0,56516,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,78436
78010,24,1,0,0,0,0,0,0,1,0,0,75116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,78451
78195,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26118,0,0,0,92,0,78642
78237,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26136,0,0,0,1,0,78695
78784,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26228,0,0,0,27,0,79275
78906,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,79403
79059,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26290,0,0,20,22,7,79534
79153,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26320,0,0,0,1,0,79620
79243,6,10,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,79705
79286,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26322,0,0,0,27,0,79758
79544,2,7916,0,0,0,0,0,0,1,0,967,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21,0,104,0,79974
79614,2,7491,0,0,0,0,0,0,1,0,916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,87,16,80052
79725,2,2516,0,0,0,0,0,0,1,0,267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,80151
79762,2,7491,0,0,0,0,0,0,1,0,916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,87,16,80184
79845,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80266
80219,6,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80673
80376,2,2516,0,0,0,0,0,0,1,0,267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,22,15,80801
80493,2,7491,0,0,0,0,0,0,1,0,916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,22,15,80913
80819,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26616,0,0,0,101,0,81265
80872,6,300,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,25,81343
80932,2,91,1,0,0,0,0,0.42899999022,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,81429
80934,2,91,1,0,0,0,0,0.42899999022,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,81430
80947,2,2516,0,0,0,0,0,1,1,0,267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,22,15,81440
