Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
Champion,"Earned the title, ""Champion"" at level 60.",,2048,-1,0,15279,12,0,0,0,0,447,236621,6350
Centurion,"Earned the title, ""Centurion"" at level 60.",,2048,-1,0,15279,11,0,0,0,0,448,236620,2232
"Blood Guard","Earned the title, ""Blood Guard"" at level 60.",,2048,-1,0,15279,9,0,0,0,0,449,236618,7413
"Senior Sergeant","Earned the title, ""Senior Sergeant"" at level 60.",,2048,-1,0,15279,6,0,0,0,0,450,236615,4630
"Stone Guard","Earned the title, ""Stone Guard"" at level 60.",,2048,-1,0,15279,8,0,0,0,0,451,236617,3108
"First Sergeant","Earned the title, ""First Sergeant"" at level 60.",,2048,-1,0,15279,7,0,0,0,0,452,236616,1449
Sergeant,"Earned the title, ""Sergeant"" at level 60.",,2048,-1,0,15279,5,0,0,0,0,453,236614,6966
Scout,"Earned the title, ""Scout"" at level 60.",,2048,-1,0,15279,3,0,0,0,0,454,236612,3659
"Realm First! Obsidian Slayer","Participated in the realm first defeat of Sartharion the Onyx Guardian in 25-player mode.","Title Reward: Obsidian Slayer",768,615,0,81,91,0,-1,0,0,456,236471,10281
"Realm First! Level 80","First person on the realm to achieve level 80.",,256,-1,0,81,1,0,-1,0,0,457,236569,1872
"Realm First! Level 80 Rogue","First rogue on the realm to achieve level 80.",,256,-1,0,81,31,0,-1,0,0,458,135428,2694
"Realm First! Level 80 Warrior","First warrior on the realm to achieve level 80.",,256,-1,0,81,28,0,-1,0,0,459,135328,3352
"Realm First! Level 80 Mage","First mage on the realm to achieve level 80.",,256,-1,0,81,25,0,-1,0,0,460,135150,5109
"Realm First! Level 80 Death Knight","First death knight on the realm to achieve level 80.",,256,-1,0,81,22,0,-1,0,0,461,135771,2169
"Realm First! Level 80 Hunter","First hunter on the realm to achieve level 80.",,256,-1,0,81,19,0,-1,0,0,462,135495,3702
"Realm First! Level 80 Warlock","First warlock on the realm to achieve level 80.",,256,-1,0,81,16,0,-1,0,0,463,136020,2697
"Realm First! Level 80 Priest","First priest on the realm to achieve level 80.",,256,-1,0,81,13,0,-1,0,0,464,135167,1219
"Realm First! Level 80 Paladin","First paladin on the realm to achieve level 80.",,256,-1,0,81,10,0,-1,0,0,465,132325,1760
"Realm First! Level 80 Druid","First druid on the realm to achieve level 80.",,256,-1,0,81,7,0,-1,0,0,466,132136,1754
"Realm First! Level 80 Shaman","First shaman on the realm to achieve level 80.",,256,-1,0,81,4,0,-1,0,0,467,136012,1769
Grunt,"Earned the title, ""Grunt"" at level 60.",,2048,-1,0,15279,4,0,0,0,0,468,236613,1772
Legionnaire,"Earned the title, ""Legionnaire"" at level 60.",,2048,-1,0,15279,10,0,0,0,0,469,236619,439
Corporal,"Earned the title, ""Corporal"" at level 60.",,2048,-1,0,15279,18,0,1,0,0,470,236578,1775
Sergeant,"Earned the title, ""Sergeant"" at level 60.",,2048,-1,0,15279,19,0,1,0,0,471,236579,1667
Knight-Lieutenant,"Earned the title, ""Knight-Lieutenant"" at level 60.",,2048,-1,0,15279,23,0,1,0,0,472,236583,3561
Marshal,"Earned the title, ""Marshal"" at level 60.",,2048,-1,0,15279,28,0,1,0,0,473,236588,1008
"Utgarde Keep","Defeat the bosses in Utgarde Keep.",,0,574,0,14806,1,0,-1,10,0,477,236528,4309
"The Nexus","Defeat the bosses in The Nexus.",,0,576,0,14806,3,0,-1,10,0,478,236498,1729
"The Culling of Stratholme","Defeat the bosses in Caverns of Time: Stratholme.",,0,595,0,14806,23,0,-1,10,0,479,236478,1704
Azjol-Nerub,"Defeat the bosses in Azjol-Nerub.",,0,601,0,14806,5,0,-1,10,0,480,236468,2172
"Ahn'kahet: The Old Kingdom","Defeat the bosses in Ahn'kahet: The Old Kingdom.",,0,619,0,14806,7,0,-1,10,0,481,236463,6281
"Drak'Tharon Keep","Defeat the bosses in Drak'Tharon Keep.",,0,600,0,14806,9,0,-1,10,0,482,250122,1748
"The Violet Hold","Defeat Cyanigosa in The Violet Hold.",,0,608,0,14806,11,0,-1,10,0,483,236513,1710
Gundrak,"Defeat the bosses in Gundrak.",,0,604,0,14806,13,0,-1,10,0,484,236488,1839
"Halls of Stone","Defeat the boss encounters in Halls of Stone.",,0,599,0,14806,15,0,-1,10,0,485,236518,901
"Halls of Lightning","Defeat the bosses in Halls of Lightning.",,0,602,0,14806,17,0,-1,10,0,486,236523,1011
"The Oculus","Defeat the bosses in The Oculus.",,0,578,0,14806,19,0,-1,10,0,487,236503,2177
"Utgarde Pinnacle","Defeat the bosses in Utgarde Pinnacle.",,0,575,0,14806,21,0,-1,10,0,488,236533,3760
"Heroic: Utgarde Keep","Defeat the Utgarde Keep bosses on Heroic Difficulty.",,0,574,477,14806,2,0,-1,10,0,489,236527,2774
"Heroic: The Nexus","Defeat The Nexus bosses on Heroic Difficulty.",,0,576,478,14806,4,0,-1,10,0,490,236497,7611
"Heroic: Azjol-Nerub","Defeat the Azjol-Nerub bosses on Heroic Difficulty.",,0,601,480,14806,6,0,-1,10,0,491,236467,896
"Heroic: Ahn'kahet: The Old Kingdom","Defeat the Ahn'kahet: The Old Kingdom bosses on Heroic Difficulty.",,0,619,481,14806,8,0,-1,10,0,492,236462,8999
"Heroic: Drak'Tharon Keep","Defeat the Drak'Tharon Keep bosses on Heroic Difficulty.",,0,600,482,14806,10,0,-1,10,0,493,250121,8381
"Heroic: The Violet Hold","Defeat Cyanigosa in The Violet Hold on Heroic Difficulty.",,0,608,483,14806,12,0,-1,10,0,494,236512,120
"Heroic: Gundrak","Defeat the Gundrak bosses on Heroic Difficulty.",,0,604,484,14806,14,0,-1,10,0,495,236487,14228
"Heroic: Halls of Stone","Defeat the boss encounters in the Halls of Stone on Heroic Difficulty.",,0,599,485,14806,16,0,-1,10,0,496,236517,3136
"Heroic: Halls of Lightning","Defeat the Halls of Lightning bosses on Heroic Difficulty.",,0,602,486,14806,18,0,-1,10,0,497,236522,2780
"Heroic: The Oculus","Defeat The Oculus bosses on Heroic Difficulty.",,0,578,487,14806,20,0,-1,10,0,498,236502,2786
"Heroic: Utgarde Pinnacle","Defeat the Utgarde Pinnacle bosses on Heroic Difficulty.",,0,575,488,14806,22,0,-1,10,0,499,236532,2183
"Heroic: The Culling of Stratholme","Defeat the Caverns of Time: Stratholme bosses on Heroic Difficulty.",,0,595,479,14806,24,0,-1,10,0,500,236477,5741
"50 Quests Completed","Complete 50 quests.",,0,-1,0,96,1,0,-1,10,0,503,236664,4808
"100 Quests Completed","Complete 100 quests.",,0,-1,503,96,2,0,-1,10,0,504,236665,1845
"250 Quests Completed","Complete 250 quests.",,0,-1,504,96,3,0,-1,10,0,505,236666,4633
"500 Quests Completed","Complete 500 quests.",,0,-1,505,96,4,0,-1,10,0,506,236667,7344
"1000 Quests Completed","Complete 1000 quests.",,0,-1,506,96,5,0,-1,10,0,507,236668,1017
"1500 Quests Completed","Complete 1500 quests.",,0,-1,507,96,6,0,-1,10,0,508,236669,1848
"10000 Honorable Kills","Get 10000 honorable kills.",,4096,-1,512,95,7,0,-1,10,0,509,236655,549
"5000 Honorable Kills","Get 5000 honorable kills.",,0,-1,516,95,6,0,-1,10,0,512,236652,5781
"100 Honorable Kills","Get 100 honorable kills.",,0,-1,238,95,3,0,-1,10,0,513,236648,2547
"500 Honorable Kills","Get 500 honorable kills.",,0,-1,513,95,4,0,-1,10,0,515,236649,1851
"1000 Honorable Kills","Get 1000 honorable kills.",,0,-1,515,95,5,0,-1,10,0,516,236650,3652
"30 Exalted Reputations","Raise 30 reputations to Exalted.",,0,-1,519,201,7,0,-1,10,0,518,236686,4315
"25 Exalted Reputations","Raise 25 reputations to Exalted.",,0,-1,520,201,6,0,-1,10,0,519,236685,7350
"20 Exalted Reputations","Raise 20 reputations to Exalted.",,0,-1,521,201,5,0,-1,10,0,520,236684,1854
"15 Exalted Reputations","Raise 15 reputations to Exalted.",,0,-1,524,201,4,0,-1,10,0,521,236683,3361
"Somebody Likes Me","Raise a reputation to Exalted.",,0,-1,0,201,1,0,-1,10,0,522,236681,3364
"5 Exalted Reputations","Raise 5 reputations to Exalted.",,0,-1,522,201,2,0,-1,10,0,523,236681,4082
"10 Exalted Reputations","Raise 10 reputations to Exalted.",,0,-1,523,201,3,0,-1,10,0,524,236682,3367
"Largest hit received","Largest hit received",,1,-1,0,141,2,0,-1,0,0,527,136243,7087
"Total damage received","Total damage received",,1,-1,0,141,4,0,-1,0,0,528,136243,7090
"Most factions at Honored or higher","Most factions at Honored or higher",,1,-1,0,147,3,0,-1,0,0,529,136243,3406
"Shave and a Haircut","Visit a Barber Shop and get your hair cut.",,0,-1,0,92,35,0,-1,10,0,545,133801,461
"Safe Deposit","Buy 7 additional bank slots.",,0,-1,0,92,19,0,-1,10,0,546,132594,4070
"Veteran of the Wrathgate","Complete the Dragonblight quests leading up to and including the Return to Angrathar.",,0,-1,0,14863,14,0,-1,10,1,547,236797,8043
Epic,"Equip an epic item in every slot with a minimum item level of 213.",,0,-1,0,92,41,0,-1,10,0,556,132885,6475
Superior,"Equip a superior item in every slot with a minimum item level of 187.",,0,-1,0,92,36,0,-1,10,0,557,135865,5832
Greedy,"Win a greed roll on a superior or better item above level 185 by rolling 100.",,0,-1,0,92,46,0,-1,10,0,558,133787,204
Needy,"Win a need roll on a superior or better item above level 185 by rolling 100.",,0,-1,0,92,47,0,-1,10,0,559,133784,270
"Deadliest Catch","Fish up Gahz'ranka in Zul'Gurub using the Mudskunk Lure.",,2048,-1,0,15278,3,0,-1,0,0,560,134169,8133
"D.E.H.T.A's Little P.I.T.A.","Uphold D.E.H.T.A's beliefs by completing all of the quests up to and including the Assassination of Harold Lane.",,0,-1,0,14863,13,0,-1,10,0,561,236732,6469
"The Arachnid Quarter (10 player)","Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.",,0,533,0,14922,5,0,-1,10,0,562,135442,1082
"The Arachnid Quarter (25 player)","Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.",,0,533,0,14922,6,0,-1,10,0,563,135442,1430
"The Construct Quarter (10 player)","Defeat the bosses of The Construct Quarter of Naxxramas in 10-player mode.",,0,533,0,14922,7,0,-1,10,0,564,236271,5750
"The Construct Quarter (25 player)","Defeat the bosses of The Construct Quarter of Naxxramas in 25-player mode.",,0,533,0,14922,8,0,-1,10,0,565,236271,3083
"The Plague Quarter (10 player)","Defeat the bosses of The Plague Quarter of Naxxramas in 10-player mode.",,0,533,0,14922,9,0,-1,10,0,566,133781,8192
"The Plague Quarter (25 player)","Defeat the bosses of The Plague Quarter of Naxxramas in 25-player mode.",,0,533,0,14922,10,0,-1,10,0,567,133781,3370
"The Military Quarter (10 player)","Defeat the bosses of The Military Quarter of Naxxramas in 10 player mode.",,0,533,0,14922,11,0,-1,10,0,568,135771,3204
"The Military Quarter (25 player)","Defeat the bosses of The Military Quarter of Naxxramas in 25-player mode.",,0,533,0,14922,12,0,-1,10,0,569,135771,5806
"Sapphiron's Demise (10 player)","Defeat Sapphiron in Naxxramas in 10-player mode.",,0,533,0,14922,13,0,-1,10,0,572,134155,5858
"Sapphiron's Demise (25 player)","Defeat Sapphiron in Naxxramas in 25-player mode.",,0,533,0,14922,14,0,-1,10,0,573,134155,951
"Kel'Thuzad's Defeat (10 player)","Defeat Kel'Thuzad in Naxxramas in 10-player mode.",,0,533,0,14922,15,0,-1,10,0,574,135444,3877
"Kel'Thuzad's Defeat (25 player)","Defeat Kel'Thuzad in Naxxramas in 25-player mode.",,0,533,0,14922,16,0,-1,10,0,575,135444,954
"The Fall of Naxxramas (10 player)","Defeat every boss in Naxxramas in 10-player mode.",,0,-1,0,14922,17,0,-1,25,0,576,236493,14873
"The Fall of Naxxramas (25 player)","Defeat every boss in Naxxramas in 25-player mode.",,0,-1,0,14922,18,0,-1,50,0,577,236490,8744
"The Dedicated Few (10 player)","Defeat the bosses of Naxxramas with less than 9 people in the zone in 10-player mode.",,0,533,0,14922,19,0,-1,25,0,578,136187,4487
"Shadowfang Keep","Defeat Lord Godfrey.",,0,-1,0,14808,4,0,-1,10,1,631,412514,3382
"The Dedicated Few (25 player)","Defeat the bosses of Naxxramas with less than 21 people in the zone in 25-player mode.",,0,533,0,14922,20,0,-1,50,0,579,136187,4503
"Alterac Valley All-Star","In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.",,0,30,0,14801,13,0,-1,20,0,582,135919,5560
"Arathi Basin All-Star","Assault and Defend 2 bases in a single Arathi Basin match.",,0,529,0,14802,14,0,-1,20,0,583,236310,7604
"Arathi Basin Assassin","Get five honorable kills at each of the bases in a single Arathi Basin battle.",,0,529,0,14802,15,0,-1,20,0,584,132205,4847
"Eye of the Storm flags captured","Eye of the Storm flags captured",,1,-1,0,153,12,0,-1,0,0,585,136243,1278
"Warsong Gulch flags returned","Warsong Gulch flags returned",,1,-1,0,153,33,0,-1,0,0,586,136243,5224
"Stormy Assassin","In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.",,0,566,0,14803,9,0,-1,10,0,587,236154,4060
"Total Honorable Kills","Total Honorable Kills",,1,-1,0,136,1,0,-1,0,0,588,136243,1123
"Highest 5 man team rating","Highest 5 man team rating",,524289,-1,0,152,27,0,-1,0,0,589,136243,5227
"Highest 3 man team rating","Highest 3 man team rating",,524289,-1,0,152,28,0,-1,0,0,590,136243,1857
"Deaths from Vanndar Stormpike","Deaths from Vanndar Stormpike",,1,-1,0,124,12,0,0,0,0,593,136243,852
"Deaths from Hogger","Deaths from Hogger",,1,-1,0,126,2,0,-1,0,0,594,136243,2480
"Highest 3 man personal rating","Highest 3 man personal rating",,1,-1,0,152,25,0,-1,0,0,595,136243,5492
"Highest 5 man personal rating","Highest 5 man personal rating",,1,-1,0,152,24,0,-1,0,0,596,136243,2156
"Wrath of the Horde","Kill 5 Alliance players in each of the cities listed below.",,0,-1,0,95,21,0,0,10,0,603,135445,5203
"Wrath of the Alliance","Kill 5 Horde players in each of the cities listed below.",,0,-1,0,95,22,0,1,10,0,604,135438,5209
"A Coin of Ancestry","Receive a Coin of Ancestry.",,0,-1,0,160,1,0,-1,10,0,605,133858,1307
"5 Coins of Ancestry","Receive 5 Coins of Ancestry.",,0,-1,605,160,2,0,-1,10,0,606,133858,192
"10 Coins of Ancestry","Receive 10 Coins of Ancestry.",,0,-1,606,160,3,0,-1,10,0,607,133858,5495
"25 Coins of Ancestry","Receive 25 Coins of Ancestry.",,0,-1,607,160,4,0,-1,10,0,608,133858,1818
"50 Coins of Ancestry","Receive 50 Coins of Ancestry.",,0,-1,608,160,5,0,-1,10,0,609,133858,948
"Orgrimmar Offensive","Damage High Overlord Saurfang until he humors you by pretending to die.",,0,1,0,95,23,0,1,10,0,610,132338,18950
"Bleeding Bloodhoof","Kill Baine Bloodhoof.",,0,1,0,95,24,0,1,10,0,611,236555,5498
"Downing the Dark Lady","Kill Lady Sylvanas Windrunner.",,0,-1,0,95,25,0,1,10,0,612,236560,5501
"Killed in Quel'Thalas","Kill Lor'themar Theron.",,0,530,0,95,26,0,1,10,0,613,236558,428
"For the Alliance!","Slay the leaders of the Horde.","Reward: Black War Bear",131072,-1,0,95,27,0,1,20,0,614,132486,5769
"Storming Stormwind","Kill King Anduin Wrynn.",,0,0,0,95,28,0,0,10,0,615,236557,4369
"Overthrow the Council","Kill Representatives Moira Thaurissan, Muradin Bronzebeard and Falstad Wildhammer.",,0,0,0,95,29,0,0,10,0,616,236805,1095
"Immortal No More","Kill High Priestess Tyrande Whisperwind.",,0,1,0,95,30,0,0,10,0,617,236561,3209
"Putting Out the Light","Kill Prophet Velen.",,0,530,0,95,31,0,0,10,0,618,236559,4909
"For the Horde!","Slay the leaders of the Alliance.","Reward: Black War Bear",131072,-1,0,95,32,0,0,20,0,619,132485,2961
Represent,"Collect a tabard slot appearance.",,131072,-1,0,15246,1,0,-1,10,0,621,135026,60642
"The Spellweaver's Downfall (10 player)","Defeat Malygos in 10-player mode.",,0,616,0,14922,41,0,-1,10,0,622,236504,7617
"The Spellweaver's Downfall (25 player)","Defeat Malygos in 25-player mode.",,0,616,0,14922,42,0,-1,25,0,623,236505,1581
"Less Is More (10 player)","Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 9 players in 10-player mode.",,0,615,0,14922,3,0,-1,10,0,624,236472,2265
"Besting the Black Dragonflight (25 player)","Defeat Sartharion the Onyx Guardian in 25-player mode.",,0,615,0,14922,2,0,-1,25,0,625,236470,2271
"Lunar Festival Finery","Purchase a festive pant suit or festive dress with Coins of Ancestry.",,0,-1,0,160,6,0,-1,10,1,626,132700,4901
"Explore Dun Morogh","Explore Dun Morogh, revealing the covered areas of the world map.",,0,-1,0,14777,2,0,-1,10,0,627,236755,5681
Deadmines,"Defeat ""Captain"" Cookie.",,0,-1,0,14808,2,0,-1,10,1,628,134169,3809
"Ragefire Chasm","Defeat Lava Guard Gordoth.",,0,-1,0,14808,1,0,-1,10,1,629,135726,4327
"Wailing Caverns","Defeat Mutanus the Devourer.",,0,-1,0,14808,3,0,-1,10,1,630,236425,7357
"Blackfathom Deeps","Defeat Aku'mai.",,0,-1,0,14808,5,0,-1,10,0,632,236403,4230
"Stormwind Stockade","Defeat Hogger.",,0,34,0,14808,6,0,-1,10,1,633,134163,3385
Gnomeregan,"Defeat Mekgineer Thermaplugg.",,0,-1,0,14808,8,0,-1,10,1,634,236424,3812
"Razorfen Kraul","Defeat Charlga Razorflank.",,0,-1,0,14808,7,0,-1,10,1,635,236405,811
"Razorfen Downs","Defeat Amnennar the Coldbringer.",,0,-1,0,14808,9,0,-1,10,1,636,236400,817
"Scarlet Monastery","Defeat High Inquisitor Whitemane in Scarlet Monastery.",,0,1004,0,14808,11,0,-1,10,0,637,135955,3990
Uldaman,"Defeat Archaedas.",,0,-1,0,14808,12,0,-1,10,1,638,236401,822
Zul'Farrak,"Defeat Chief Ukorz Sandscalp.",,0,209,0,14808,13,0,-1,10,0,639,236406,828
Maraudon,"Defeat Princess Theradras.",,0,-1,0,14808,14,0,-1,10,1,640,236432,831
"Sunken Temple","Defeat Shade of Eranikus.",,0,-1,0,14808,15,0,-1,10,1,641,236434,8188
"Blackrock Depths","Defeat Emperor Dagran Thaurissan.",,0,-1,0,14808,16,0,-1,10,1,642,236410,248
"Lower Blackrock Spire","Defeat Overlord Wyrmthalak.",,0,-1,0,14808,17,0,-1,10,1,643,236429,7684
"King of Dire Maul","Defeat each wing of Dire Maul.",,0,429,0,14808,18,0,-1,10,0,644,132340,4978
Scholomance,"Defeat Darkmaster Gandling.",,0,1007,0,14808,19,0,-1,10,0,645,135974,253
Stratholme,"Defeat the evil masterminds inhabiting Stratholme.",,0,329,0,14808,20,0,-1,10,0,646,237511,257
"Hellfire Ramparts","Defeat Omor the Unscarred.",,0,-1,0,14805,1,0,-1,10,1,647,236427,957
"The Blood Furnace","Defeat Keli'dan the Breaker.",,0,542,0,14805,2,0,-1,10,0,648,236417,962
"The Slave Pens","Defeat Quagmirran.",,0,547,0,14805,3,0,-1,10,0,649,236433,1222
Underbog,"Defeat The Black Stalker.",,0,-1,0,14805,4,0,-1,10,1,650,254502,5290
Mana-Tombs,"Defeat Nexus-Prince Shaffar.",,0,-1,0,14805,5,0,-1,10,1,651,236426,2494
"The Escape From Durnholde","Defeat Epoch Hunter.",,0,-1,0,14805,7,0,-1,10,1,652,254647,1225
"Sethekk Halls","Defeat Talon King Ikiss.",,0,-1,0,14805,8,0,-1,10,1,653,236435,1229
"Shadow Labyrinth","Defeat Murmur.",,0,-1,0,14805,9,0,-1,10,1,654,254501,2498
"Opening of the Dark Portal","Defeat Aeonus.",,0,-1,0,14805,10,0,-1,10,1,655,254086,1233
"The Steamvault","Defeat Warlord Kalithresh.",,0,-1,0,14805,11,0,-1,10,1,656,236436,1148
"The Shattered Halls","Defeat Warchief Kargath Bladefist.",,0,-1,0,14805,12,0,-1,10,1,657,254093,2686
"The Mechanar","Defeat Pathaleon the Calculator.",,0,-1,0,14805,13,0,-1,10,1,658,236430,1238
"The Botanica","Defeat Warp Splinter.",,0,-1,0,14805,14,0,-1,10,1,659,236437,3592
"The Arcatraz","Defeat Harbinger Skyriss.",,0,-1,0,14805,15,0,-1,10,1,660,236414,4322
"Magister's Terrace","Defeat Kael'thas Sunstrider.",,0,-1,0,14805,16,0,-1,10,1,661,250117,4318
"Collector's Edition: Mini-Diablo","Owner of the World of Warcraft Collector's Edition Mini-Diablo pet.",,133120,-1,0,15268,13,0,-1,0,1,662,132787,2247
"Collector's Edition: Panda","Owner of the World of Warcraft Collector's Edition Panda pet.",,133120,-1,0,15268,14,0,-1,0,1,663,132494,5799
"Collector's Edition: Zergling","Owner of the World of Warcraft Collector's Edition Zergling pet.",,133120,-1,0,15268,15,0,-1,0,1,664,136217,20087
"Collector's Edition: Netherwhelp","Owner of the The Burning Crusade's Collector's Edition Netherwhelp pet.",,133120,-1,0,15268,16,0,-1,0,1,665,134539,3740
"Auchenai Crypts","Defeat Exarch Maladaar.",,0,-1,0,14805,6,0,-1,10,1,666,236411,1035
"Heroic: Hellfire Ramparts","Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.",,0,543,0,14805,17,0,-1,10,0,667,236427,8029
